Item,Description,Details,Class Description,Rotating,Status,Location,Vendor,UNITCOST,DUPLICATES,Macro,,Commodity Code,"0 = Good, 1 = Duplicate, 2 = Cost?, 3 = 1&2"
101089,"Sensor, Wind, Gill, 1405-PK-038","Sensor, Wind, Gill, 1405-PK-038",INVENTORY,N,ACTIVE,o,,,,,,,
101090,"Combiner box, Shoal, STG.DCB.22.C400BCB","Combiner box, Shoal, STG.DCB.22.C400BCB",INVENTORY,N,ACTIVE,o,,,,,,,
101091,"Plug, Deadend, Eaton, DIP635AS","Plug, Deadend, Eaton, DIP635AS",INVENTORY,N,ACTIVE,o,,,,,,,
101092,"Antenna , Nextracker, 812X21017","Antenna , Nextracker, 812X21017",INVENTORY,N,ACTIVE,o,,,,,,,
101094,"Surge protection , SMA, 117156-00.01","Surge protection , SMA, 117156-00.01",INVENTORY,N,ACTIVE,o,,,,,,,
101098,"Surge protectors , SMA, 2CTB80230R4200","Surge protectors , SMA, 2CTB80230R4200",INVENTORY,N,ACTIVE,o,,,,,,,
101099,"Surge protectors , SMA, DS50PVS","Surge protectors , SMA, DS50PVS",INVENTORY,N,ACTIVE,o,,,,,,,
101102,"Pressure Gauge, QUALITROL, AC.BOS-Transformer, 10 psi, 10 psi, -10 psi, 148-018-01 CS-54819","Pressure Gauge, Qualitrol, 148-018-01 CS-54819<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101103,"Fan, Cooling, SMA, K3G450-AZ30-64","Fan, Cooling, SMA, K3G450-AZ30-64",INVENTORY,N,ACTIVE,o,,,,,,,
101104,"Sensor, Soil Monitor, Kipp&Zonen, Dust IQ","Sensor, Soil Monitor, Kipp&Zonen, Dust IQ",INVENTORY,N,ACTIVE,o,,,,,,,
101108,"BOM Temperature Sensor, JUMO, MET-Sensors, 771934","BOM Temperature Sensor, Jumo, 771934<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101110,"Capacitor, Sine Filter, SMA, 65-89002092.03-S","Capacitor, Sine Filter, SMA, 65-89002092.03-S",INVENTORY,N,ACTIVE,o,,,,,,,
101111,"Strut, Door, Stabilus, 101878-00.01","Strut, Door, Stabilus, 101878-00.01",INVENTORY,N,ACTIVE,o,,,,,,,
101112,"Sensor, Irradiance , Kipp&Zonen, SMP11-A","Sensor, Irradiance , Kipp&Zonen, SMP11-A",INVENTORY,N,ACTIVE,o,,,,,,,
101113,"Breaker, ABB, Inverter-Central Inverter, 1500 Vdc, 5 A, GFDI, S804PV-SP5","Breaker, ABB, S804PV-SP5<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101114,"Board, AC Control, SMA, SC30ACC.GR5","Board, AC Control, SMA, SC30ACC.GR5",INVENTORY,N,ACTIVE,o,,,,,,,
101115,"Board, Central Control , SMA, SC30CONT.GR4","Board, Central Control , SMA, SC30CONT.GR4",INVENTORY,N,ACTIVE,o,,,,,,,
101117,"Communication Control Board, SMA, Inverter-Central Inverter, 24 Vdc, 1.5 A, SC30COM.GR1","Communication Control Board, SMA, SC30COM.GR1<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101118,"Board, DC Control, SMA, SC30DCC.GR2","Board, DC Control, SMA, SC30DCC.GR2",INVENTORY,N,ACTIVE,o,,,,,,,
101119,"Board, Remote I/O Interface, SMA, SC30RIO.GR2","Board, Remote I/O Interface, SMA, SC30RIO.GR2",INVENTORY,N,ACTIVE,o,,,,,,,
101120,"Breaker, DC Switch, ABB, SACE TMAX T7M N-D/PV-E 1000","Breaker, DC Switch, ABB, SACE TMAX T7M N-D/PV-E 1000",INVENTORY,N,ACTIVE,o,,,,,,,
101121,"Sensor, Irradiance , Hukseflux, SR05-D1A3-TMBL","Sensor, Irradiance , Hukseflux, SR05-D1A3-TMBL",INVENTORY,N,ACTIVE,o,,,,,,,
101122,"Closing Release Shunt Coil, ABB, Inverter-Central Inverter, 24 Vdc, 1SDA062087R1","Closing Release Shunt Coil, ABB, 1SDA062087R1<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101123,"Coil, Open Release, ABB, 1SDA06358R1","Coil, Open Release, ABB, 1SDA06358R1",INVENTORY,N,ACTIVE,o,,,,,,,
101124,"Coil, Undervoltage Release , ABB, 1SDA038306R1","Coil, Undervoltage Release , ABB, 1SDA038306R1",INVENTORY,N,ACTIVE,o,,,,,,,
101125,"Coil, Closing Release, ABB, 1SDA038300","Coil, Closing Release, ABB, 1SDA038300",INVENTORY,N,ACTIVE,o,,,,,,,
101126,"Relay, PC Board, Finder, 55.33.9.024.5080","Relay, PC Board, Finder, 55.33.9.024.5080",INVENTORY,N,ACTIVE,o,,,,,,,
101127,"Wind Sensor, GILL, MET-Sensors, 1405-PK-038","Wind Sensor, Gill, 1405-PK-038<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101128,"Sensor, Remote, ABB, 2CCS800900R0501","Sensor, Remote, ABB, 2CCS800900R0501",INVENTORY,N,ACTIVE,o,,,,,,,
101129,"Breaker Motor, ABB, Inverter-Central Inverter, 220-240 Vdc, 1SDA066053R1","Breaker Motor, ABB, 1SDA066053R1<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101130,"Contactor, SMA, Eaton, DIL M500","Contactor, SMA, Eaton, DIL M500",INVENTORY,N,ACTIVE,o,,,,,,,
101131,"UPS, Phoenix Contact, QUINT-UPS/24Dc/24DC/5/USB","UPS, Phoenix Contact, QUINT-UPS/24Dc/24DC/5/USB",INVENTORY,N,ACTIVE,o,,,,,,,
101133,"Switch, Network, Hirschmann, Spider II 8TX/2FX-SM","Switch, Network, Hirschmann, Spider II 8TX/2FX-SM",INVENTORY,N,ACTIVE,o,,,,,,,
101134,"Monitor, Insulation Monitoring, Bender, isoPV1685-425","Monitor, Insulation Monitoring, Bender, isoPV1685-425",INVENTORY,N,ACTIVE,o,,,,,,,
101135,"Driver Board, SMA, Inverter-Central Inverter, 1500 Vdc, 6AA-778-004-003","Driver Board, SMA, 6AA-778-004-003<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101136,"Fan, Cabinet, SMA, 46-107000.02","Fan, Cabinet, SMA, 46-107000.02",INVENTORY,N,ACTIVE,o,,,,,,,
101138,"Power Supply, SMA, 100678-00.04","Power Supply, SMA, 100678-00.04<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101140,"SPC, Table, Nextracker, SPC150B","SPC, Table, Nextracker, SPC150B",INVENTORY,N,ACTIVE,o,,,,,,,
101141,"SPC, Weather Station, Nextracker, SPC150A-WS","SPC, Weather Station, Nextracker, SPC150A-WS",INVENTORY,N,ACTIVE,o,,,,,,,
101147,"Mount, Antenna, Nextracker, BJ01-41008-B","Mount, Antenna, Nextracker, BJ01-41008-B",INVENTORY,N,ACTIVE,o,,,,,,,
101148,"Antenna, NCU, Infinex, XNTS-W2A1-15006-1P-W-003","Antenna, NCU, Infinex, XNTS-W2A1-15006-1P-W-003",INVENTORY,N,ACTIVE,o,,,,,,,
101149,"Antenna, Infinex, XNTS-W2A3-1M-W-001","Antenna, Infinex, XNTS-W2A3-1M-W-001",INVENTORY,N,ACTIVE,o,,,,,,,
101150,"CAB Hanger, SHOALS, DC.BOS-DC Wire System, 0","CAB Hanger, Shoals,<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,d,,,,,,,
101151,"Module Charging, Nextracker, M70W","Module Charging, Nextracker, M70W",INVENTORY,N,ACTIVE,o,,,,,,,
101153,"Module Charging, Nextracker, P30W","Module Charging, Nextracker, P30W",INVENTORY,N,ACTIVE,o,,,,,,,
101155,"Cable Tie, Sunbundler, Heyco, S6429","Cable Tie, Sunbundler, Heyco, S6429",INVENTORY,N,ACTIVE,o,,,,,,,
101157,"Capacitor, Sine Filter, SMA, 65-89002092.03","Capacitor, Sine Filter, SMA, 65-89002092.03",INVENTORY,N,ACTIVE,o,,,,,,,
101158,"Combiner Box, LBD, Shoals, STG.DCD.01.C400ANDB.DSA","Combiner Box, LBD, Shoals, STG.DCD.01.C400ANDB.DSA",INVENTORY,N,ACTIVE,d,,,,,,,
101166,"Loadcenter, Eaton, BRP16L125R","Loadcenter, Eaton, BRP16L125R",INVENTORY,N,ACTIVE,o,,,,,,,
101167,"UPS, Cyber power Systems, OL3000RTXL2U","UPS, Cyber power Systems, OL3000RTXL2U",INVENTORY,N,ACTIVE,o,,,,,,,
101169,"LV Bushing, WEG, AC.BOS-Transformer, 10 hole, ?","Bushing, Transformer, LV, WEG, ?",INVENTORY,N,ACTIVE,o,,,,,,,
101171,"Gauge, Liquid Level, Qualitrol, 032-091-01 CS-35611","Gauge, Liquid Level, Qualitrol, 032-091-01 CS-35611",INVENTORY,N,ACTIVE,o,,,,,,,
101172,"Switch, Pressure, Gems, 248359","Switch, Pressure, Gems, 248359",INVENTORY,N,ACTIVE,o,,,,,,,
101173,"Gauge, Pressure/Vacuum, Viat, VIA10-131","Gauge, Pressure/Vacuum, Viat, VIA10-131",INVENTORY,N,ACTIVE,o,,,,,,,
101174,"Power Supply, Pheonix Contact , UNO-PS/1AC/24DC/90W/C2LPS","Power Supply, Pheonix Contact , UNO-PS/1AC/24DC/90W/C2LPS",INVENTORY,N,ACTIVE,o,,,,,,,
101175,"Power Supply, 55W, Pheonix Contact , UNO-PS/1AC/24DC/55W","Power Supply, 55W, Pheonix Contact , UNO-PS/1AC/24DC/55W",INVENTORY,N,ACTIVE,o,,,,,,,
101178,"UPS Battery, Phoenix Contact, UPS-BAT/PB/24DC/4AH","UPS Battery, Phoenix Contact, UPS-BAT/PB/24DC/4AH",INVENTORY,N,ACTIVE,o,,,,,,,
101179,"Cold Shrink, RAYCHEM, AC.BOS-AC/MV Wire, 35 kV, 600-1000 kcmil, CSJ-SR-3514M9","Cold Shrink, Raychem, CSJ-SR-3514M9<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101180,"Cold Shrink, RAYCHEM, AC.BOS-AC/MV Wire, 35 kV, 350-750 kcmil, CSJ-SR-3514M8","Cold Shrink, Raychem, CSJ-SR-3514M8<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101181,"Cold Shrink, RAYCHEM, AC.BOS-AC/MV Wire, 35 kV, 1250 kcmil, CSJ-SR-3515M10","Cold Shrink, Raychem, CSJ-SR-3515M10<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101182,"Cold Shrink, RAYCHEM, AC.BOS-AC/MV Wire, 35 kV, 1/0-350 kcmil, CSJ-SR-3513M5","Cold Shrink, Raychem, CSJ-SR-3513M5<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101185,"Antenna, Infinex, XNTS-W2A1-15006-1P-W-003","Antenna, Infinex, XNTS-W2A1-15006-1P-W-003",INVENTORY,N,ACTIVE,o,,,,,,,
101186,"Fiber Patch Connector, CORNING, SCADA-Fiber, CCH-CP12-59","Fiber Patch Connector, Corning, CCH-CP12-59<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101193,"Fiber Patch Panel, CORNING, SCADA-Fiber, EDC-06P-NH","Fiber Patch Panel, Corning, EDC-06P-NH<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101194,"Surge Suppressor, RS-485, Pheonix Contact , TTV-6-3-HF-M-12DC-PT-I","Surge Suppressor, RS-485, Pheonix Contact , TTV-6-3-HF-M-12DC-PT-I",INVENTORY,N,ACTIVE,o,,,,,,,
101195,"Breaker, Pheonix Contact , TMC71C05A","Breaker, Pheonix Contact , TMC71C05A",INVENTORY,N,ACTIVE,o,,,,,,,
101197,"SPC, Table, Nextracker , SPC GEN 2.5 RR","SPC, Table, Nextracker , SPC GEN 2.5 RR",INVENTORY,N,ACTIVE,o,,,,,,,
101200,"Inverter, String, Sungrow, SG250HX-US","Inverter, String, Sungrow, SG250HX-US",INVENTORY,N,ACTIVE,o,,,,,,,
101203,"Light bulb, red , Idec, APW1486D-R","Light bulb, red , Idec, APW1486D-R",INVENTORY,N,ACTIVE,o,,,,,,,
101204,"Emergency stop , IDEC, BV402MR","Emergency stop , IDEC, BV402MR",INVENTORY,N,ACTIVE,o,,,,,,,
101205,"Power supply, Siemens, 6EP3332-6SB00-0AY0","Power supply, Siemens, 6EP3332-6SB00-0AY0",INVENTORY,N,ACTIVE,o,,,,,,,
101207,"Module, Digital Output, Siemens, SM1222","Module, Digital Output, Siemens, SM1222",INVENTORY,N,ACTIVE,o,,,,,,,
101208,"Breaker, Eaton, PKZM0-4/AK","Breaker, Eaton, PKZM0-4/AK<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101209,"Power supply , Phoenix Contact, Qunit4-UPS/24DC/24DC/5/EIP","Power supply , Phoenix Contact, Qunit4-UPS/24DC/24DC/5/EIP",INVENTORY,N,ACTIVE,o,,,,,,,
101230,"Arrestor, Poly Housing, Eaton, UHS36140A1A1B1A","Arrestor, Poly Housing, Eaton, UHS36140A1A1B1A",INVENTORY,N,ACTIVE,o,,,,,,,
101235,"Breaker, AC, Nader, NDW3A-2500","Breaker, AC, Nader, NDW3A-2500",INVENTORY,N,ACTIVE,o,,,,,,,
101237,"Combiner Box, LBD, Shoals, STG.DCD.01.C400BNOO.DAC","Combiner Box, LBD, Shoals, STG.DCD.01.C400BNOO.DAC<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,d,,,,,,,
101238,"Combiner Box, LBD, Shoals, STG.DCD.01.C400BNDD.DSC","Combiner Box, LBD, Shoals, STG.DCD.01.C400BNDD.DSC",INVENTORY,N,ACTIVE,d,,,,,,,
101239,"Splice Kit, RAYCHEM, AC.BOS-AC/MV Wire, 35 kV, 350-750 kcmil, CSJ-SR-3514M8","Splicekit, Raychem, CSJ-SR-3514M8<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101240,"Cold Shrink, RAYCHEM, AC.BOS-AC/MV Wire, 35 kV, 1250 kcmil, CSJ-SR-3515M10","Cold Shrink, Raychem, CSJ-SR-3515M10<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101241,"Cold Shrink, RAYCHEM, AC.BOS-AC/MV Wire, 35 kV, 1/0-350 kcmil, CSJ-SR-3513M5","Cold Shrink, Raychem, CSJ-SR-3513M5<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101248,"String harnesses , Shoals , IACY-3HP-01","String harnesses , Shoals , IACY-3HP-01",INVENTORY,N,ACTIVE,d,,,,,,,
101254,"MC4 connectors, male , Stabuli, 32.0081","MC4 connectors, male , Stabuli, 32.0081",INVENTORY,N,ACTIVE,o,,,,,,,
101258,"Center Support, ATI,","Center Support, ATI,",INVENTORY,N,ACTIVE,o,,,,,,,
101260,"Sprocket, Tracker, ATI, 11335","Sprocket, Tracker, ATI, 11335",INVENTORY,N,ACTIVE,o,,,,,,,
101264,"Valve, Pressure Releif, Deguang Electricity, YF9-55/50SKJTHB","Valve, Pressure Releif, Deguang Electricity, YF9-55/50SKJTHB",INVENTORY,N,ACTIVE,o,,,,,,,
101270,"Smart Track Controller, ATI, DC.BOS-Tracker System, 100-240 Vac, 17 A, 20264-00","Smart Track Controller, ATI, 20264-00<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101271,"Sew Motor Bracket, ATI, DC.BOS-Tracker System, UC7-24/15","Sew Motor Bracket, ATI, UC7-24/15<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101272,"Terminal block , ATI, 3209605","Terminal block , ATI, 3209605",INVENTORY,N,ACTIVE,o,,,,,,,
101273,"Terminal block , ATI, 1037089","Terminal block , ATI, 1037089",INVENTORY,N,ACTIVE,o,,,,,,,
101274,"Terminal block , ATI, 3209607","Terminal block , ATI, 3209607",INVENTORY,N,ACTIVE,o,,,,,,,
101275,"Terminal block , ATI, 3210212","Terminal block , ATI, 3210212",INVENTORY,N,ACTIVE,o,,,,,,,
101276,"Terminal block , ATI, 3210568","Terminal block , ATI, 3210568",INVENTORY,N,ACTIVE,o,,,,,,,
101277,"Stud, AL, Eaton, 35-STUD6000","Stud, AL, Eaton, 35-STUD6000",INVENTORY,N,ACTIVE,o,,,,,,,
101280,"Bypass Football, EATON, AC.BOS-Other, 35 kV, 600 A, DCP635A","Bypass Football, Eaton, DCP635A<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101282,"Sprocket , ATI, 40088-00","Sprocket , ATI, 40088-00",INVENTORY,N,ACTIVE,o,,,,,,,
101283,"Terminal strip, encoder , Sungrow , 18845320","Terminal strip, encoder , Sungrow , 18845320",INVENTORY,N,ACTIVE,o,,,,,,,
101285,"Sensor, Thermometer , Fujian Lead, BWY-803A","Sensor, Thermometer , Fujian Lead, BWY-803A",INVENTORY,N,ACTIVE,o,,,,,,,
101286,"Motor cap , Sungrow , 6435157","Motor cap , Sungrow , 6435157",INVENTORY,N,ACTIVE,o,,,,,,,
101287,"Bolt Lug, Breakaway , Sungrow , ASBT 350-500-U","Bolt Lug, Breakaway , Sungrow , ASBT 350-500-U",INVENTORY,N,ACTIVE,o,,,,,,,
101289,"Bearing Housing, ATI, DC.BOS-Tracker System, 20936-000","<div>Bearing Housing, ATI, 20936-000 </div><!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101314,"String harnesses , Shoals, 80506927","String harnesses , Shoals, 80506927",INVENTORY,N,ACTIVE,d,,,,,,,
101315,"Negative harnesses , Shoals , IACY-6HN-01","Negative harnesses , Shoals , IACY-6HN-01",INVENTORY,N,ACTIVE,d,,,,,,,
101317,"Bearing, Tracker, ATI, Bearing","Bearing, Tracker, ATI, Bearing",INVENTORY,N,ACTIVE,o,,,,,,,
101324,"Splice, In-line, 3M, 5488A-21SB-AL-WF","Splice, In-line, 3M, 5488A-21SB-AL-WF",INVENTORY,N,ACTIVE,o,,,,,,,
101325,"Power Supply, Converter, Alfatronix, PV3s","Power Supply, Converter, Alfatronix, PV3s",INVENTORY,N,ACTIVE,o,,,,,,,
101326,"Pressure Gauge, QUALITROL, AC.BOS-Transformer, 10 psi, 10 psi, -10 psi, 50-35E","Contactor, Sungrow-Scheider, ZE000213<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101327,"Liquid Level Gauge, QUALITROL, AC.BOS-Transformer, 032-35E CS-40644","Liquid Level Gauge, Qualitrol, 032-35E CS-40644<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101328,"Oil Temperature Gauge, PERFECT CONTROLS, AC.BOS-Transformer, PC 252","Oil Temperature Gauge, Perfect Controls, PC 252<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101329,"Switch, Network, Moxa, EDS-208","Switch, Network, Moxa, EDS-208",INVENTORY,N,ACTIVE,o,,,,,,,
101334,"BOM Temperature Sensor, JUMO, MET-Sensors, 755669","BOM Temperature Sensor, Jumo, 755669<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101335,"Motor, SIEMENS, Substation-Substation Controls, 110 Vdc, 32500184212","<div>Motor, Siemens, 32500184212</div><!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101336,"Gauge, Liquid Temperature , Qualitrol, 032-028-01-CS-45816","Gauge, Liquid Temperature , Qualitrol, 032-028-01-CS-45816",INVENTORY,N,ACTIVE,o,,,,,,,
101337,"Rapid Pressure Rise Relay, QUALITROL, AC.BOS-Transformer, 480 Vac, 15 A, 910-010-03","Rapid Pressure Rise Relay, Qualitrol, 910-010-03<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101338,"Arrestor, Surge, 3M, 5835-SA27","Arrestor, Surge, 3M, 5835-SA27",INVENTORY,N,ACTIVE,o,,,,,,,
101339,"LV Bushing, Yangzhou Daheng Electric, 30C5035H01","LV Bushing, Yangzhou Daheng Electric, 30C5035H01<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101341,"Temperature Sensor, MINCO, AC.BOS-Transformer, AS5004PD120Z1S508EE3","Temperature Sensor, Minco, AS5004PD120Z1S508EE3<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101343,"UPS Battery, PHOENIX CONTACT, SCADA-UPS, 24 Vdc, 12 AH, UPS-BAT/VRLA/24DC/12AH","UPS Battery, Phoenix Contact, UPS-BAT/VRLA/24DC/12AH<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101344,"Pressure Sensor, QUALITROL, AC.BOS-Transformer, 10 psi, 10 psi, -10 psi, 50433109-5-31","Sensor, Pressure, GSU, Qualitrol, 50433109-5-31",INVENTORY,N,ACTIVE,o,,,,,,,
101345,"Switch, MOXA, SCADA-Switches, 8 Ports, IKS-6726A-2GTXSFP-HV-HV-T, V 1.3.0","Switch, IKS-6726A-2GTXSFP-HV-HV-T, V 1.3.0<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101346,"Fan, Aumings, F84-P6-D600","Fan, Aumings, F84-P6-D600<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101347,"Fiber Adapter Assembly, OCC, SCADA-Fiber, 12 Ports, 6112SMDSC","Fiber Adapter Assembly, OCC, 6112SMDSC<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101348,"Transformer, Skid, ABB, FN1X29996VC","Transformer, Skid, ABB, FN1X29996VC",INVENTORY,N,ACTIVE,o,,,,,,,
101357,"Cable, AWG POWERGUARD, AC.BOS-AC/MV Wire, 35 kV, 1000 kcmil, 0","Cable, AWG Powerguard,<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,d,,,,,,,
101358,"AUX Transformer, HAMMOND POWER SOLUTIONS, AC.BOS-Transformer, 15 kVa, 800 V - 240/120 V, 235753","Auxiliary Transformer, Hammond Power Solutions, 235753<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101361,"Cable, OTT Hydrometer, Kipp/Zonen, BASIS SMP21-A","Cable, OTT Hydrometer, Kipp/Zonen, BASIS SMP21-A",INVENTORY,N,ACTIVE,o,,,,,,,
101362,"Mount, Weather Station, Nextracker,","Mount, Weather Station, Nextracker,",INVENTORY,N,ACTIVE,o,,,,,,,
101365,"Bypass, Football, 3M, 635CP","Bypass, Football, 3M, 635CP",INVENTORY,N,ACTIVE,o,,,,,,,
101366,"Battery, Met Station, Deka, 8G30H","Battery, Met Station, Deka, 8G30H",INVENTORY,N,ACTIVE,o,,,,,,,
101368,"Sensor, Wind, Gill Instruments, 1405-PK-038","Sensor, Wind, Gill Instruments, 1405-PK-038",INVENTORY,N,ACTIVE,o,,,,,,,
101369,"Breaker, 20A, SquareD, QO120","Breaker, 20A, SquareD, QO120",INVENTORY,N,ACTIVE,o,,,,,,,
101370,"Fiber, Patch Cable, FS, CG2106302608-NC","Fiber, Patch Cable, FS, CG2106302608-NC",INVENTORY,N,ACTIVE,o,,,,,,,
101372,"Combiner Box, AC, ConnectPV, AC-CBX8G-500F-02240-N3","Combiner Box, AC, ConnectPV, AC-CBX8G-500F-02240-N3",INVENTORY,N,ACTIVE,o,,,,,,,
101373,"Protector, Surge, Citel, DS220S-24DC","Protector, Surge, Citel, DS220S-24DC",INVENTORY,N,ACTIVE,o,,,,,,,
101374,"Breaker, Dc, Pheonix Contact, UT6-TMC-M-5A","Breaker, Dc, Pheonix Contact, UT6-TMC-M-5A",INVENTORY,N,ACTIVE,o,,,,,,,
101375,"Breaker, AC, ETA- Germany, 4230-T110-K0CE-5A","Breaker, AC, ETA- Germany, 4230-T110-K0CE-5A",INVENTORY,N,ACTIVE,o,,,,,,,
101376,"Connector, Splice, Burndy, YS39A1","Connector, Splice, Burndy, YS39A1",INVENTORY,N,ACTIVE,o,,,,,,,
101377,"Fiber Splice, CORNING, SCADA-Fiber, M67-112","Fiber Splice, Corning, M67-112<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101378,"Fiber, Wipes, Sticklers, FCC-WIPES","Fiber, Wipes, Sticklers, FCC-WIPES",INVENTORY,N,ACTIVE,o,,,,,,,
101379,"Antenna, Infinex, XNTS-W2A3-1M-W-001","Antenna, Infinex, XNTS-W2A3-1M-W-001<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101380,"Antenna, Nextracker, Infinex, XNTS-W2A-15006-1P-W-003","Antenna, Nextracker, Infinex, XNTS-W2A-15006-1P-W-003",INVENTORY,N,ACTIVE,o,,,,,,,
101381,"Clamp, Nven, TSMI0162","Clamp, Nven, TSMI0162<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101382,"Strap, U Mount, Eaton, 2637570A02B","Strap, U Mount, Eaton, 2637570A02B",INVENTORY,N,ACTIVE,o,,,,,,,
101383,"Breaker, Trip Unit, ABB,","Breaker, Trip Unit, ABB,",INVENTORY,N,ACTIVE,o,,,,,,,
101384,"Junction Box, 0, AC.BOS-MV Sectionalizer, 300 A, LAN1 Enclosure","Junction Box, , LAN1 Enclosure<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101385,"Oil Level Gauge, ORTO, AC.BOS-Transformer, 0124A","Oil Level Gauge, Orto, 0124A<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101386,"Protector, Surge, Citel, DS50VGPVS-1500G/51","Protector, Surge, Citel, DS50VGPVS-1500G/51",INVENTORY,N,ACTIVE,o,,,,,,,
101387,"Protector, Surge, ABB, 2CTB802340R4200","Protector, Surge, ABB, 2CTB802340R4200",INVENTORY,N,ACTIVE,o,,,,,,,
101388,"Pressure Gauge, QUALITROL, AC.BOS-Transformer, 10 psi, 10 psi, -10 psi, 148-008-001 CS-50503","Pressure Gauge, Qualitrol, 148-008-001 CS-50503<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101389,"Contactor, ABB, 1SFL637731R5322","Contactor, ABB, 1SFL637731R5322<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101390,"Contactor, ABB, 1SFL617001R7011","Contactor, ABB, 1SFL617001R7011<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101394,"Combiner Box, Shoals, STG.DCB.07.C400BAC.BSCN","Combiner Box, Shoals, STG.DCB.07.C400BAC.BSCN",INVENTORY,N,ACTIVE,d,,,,,,,
101396,"Disconnect Switch, ABB, DC.BOS-Combiner Box, 1500 Vdc, 400 A, OTDC400UFV11-SH","Disconnect Switch, ABB, OTDC400UFV11-SH<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101397,"Switch, EATON, AC.BOS-Transformer, 300 A, 3 Pole, LS2R338H3N1A","Switch, Eaton, LS2R338H3N1A<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101399,"Capacitor, Filter, Tmeic, 4FBGA090P001","Capacitor, Filter, Tmeic, 4FBGA090P001",INVENTORY,N,ACTIVE,o,,,,,,,
101400,"Fan, Sanyo Denki, 9WL1148P5GD003-X","Fan, Sanyo Denki, 9WL1148P5GD003-X<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101401,"Splice Box, Shoals, STG.SPL.01.C400NNDD.ASC","Splice Box, Shoals, STG.SPL.01.C400NNDD.ASC",INVENTORY,N,ACTIVE,d,,,,,,,
101403,"Module Charging, Nextracker , M60W","Module Charging, Nextracker , M60W",INVENTORY,N,ACTIVE,o,,,,,,,
